ORIG_FID,STATION_ID,LONGNAME,LINES,ADA,PKNRD,GEOID20,ALAND20,POP20,NEAR_FID
,,,,,,170316712001001,6507,7,31
,,,,,,170318129002013,12468,104,94
,,,,,,170310105013006,7199,132,43
,,,,,,170311408003002,5145,32,13
,,,,,,170311105022014,5165,29,22
,,,,,,170315703002018,8047,0,96
,,,,,,170311408003003,5140,52,13
,,,,,,170312827002004,10182,128,67
,,,,,,170318314001020,5161,0,69
,,,,,,170310625001008,8496,129,15
,,,,,,170310603002007,6902,68,14
,,,,,,170318161001019,7707,44,95
,,,,,,170310621003006,14350,314,36
,,,,,,170312206021006,15969,132,71
,,,,,,170318391001049,2985,0,133
,,,,,,170312205003004,8195,69,71
,,,,,,170310407002008,7732,91,92
,,,,,,170310804001009,6978,116,91
,,,,,,170310103004001,9290,188,130
,,,,,,170312602001018,4545,64,119
,,,,,,170313007001011,7018,28,81
,,,,,,170318331004012,6872,380,113
,,,,,,170314205002002,20115,226,28
,,,,,,170318391002036,6278,0,115
,,,,,,170313204001035,18205,491,21
,,,,,,170318094012011,9794,454,53
,,,,,,170313201021018,7575,526,19
,,,,,,170310810003001,8796,429,127
,,,,,,170310629002004,11291,182,44
,,,,,,170318424002003,20471,119,24
,,,,,,170311408005012,7684,203,63
,,,,,,170318101003001,5499,43,129
,,,,,,170318099002003,14400,24,53
,,,,,,170310409001001,9924,73,16
,,,,,,170318319002002,4523,71,15
,,,,,,170310623001003,5340,49,134
,,,,,,170312435002032,5594,63,5
,,,,,,170310818001028,5390,0,11
,,,,,,170318074003020,7455,134,86
,,,,,,170310106001004,9489,176,43
,,,,,,170312405001021,7146,73,7
,,,,,,170318138012014,6854,0,84
,,,,,,170310307031004,23560,383,41
,,,,,,170318321002002,12168,172,123
,,,,,,170311601002019,10658,0,10
,,,,,,170313301033007,9438,8,87
,,,,,,170310408002000,5121,71,92
,,,,,,170318403003020,7562,67,108
,,,,,,170318319002012,7536,57,15
,,,,,,170312801002008,14442,565,4
,,,,,,170318074003021,7428,142,86
,,,,,,170312609002000,10487,4,93
,,,,,,170312801002016,7451,274,4
,,,,,,170313108002004,7970,99,78
,,,,,,170312925001006,11270,0,82
,,,,,,170318371002006,4634,0,103
,,,,,,170311407011011,7603,125,63
,,,,,,170310407003003,7704,101,92
,,,,,,170313204001025,4375,0,136
,,,,,,170310624001014,5175,56,134
,,,,,,170310818001021,5397,0,11
,,,,,,170312515002020,5774,0,102
,,,,,,170318447002000,1278,0,81
,,,,,,170310710002006,20343,215,117
,,,,,,170310818001011,11275,14,11
,,,,,,170318013001005,61177,63,128
,,,,,,170316711001001,5878,3,31
,,,,,,170310305001006,5206,67,48
,,,,,,170318374001001,10071,53,103
,,,,,,170318390004002,16239,237,21
,,,,,,170313819002005,7410,28,73
,,,,,,170310506001007,5524,43,64
,,,,,,170312515002005,7168,41,102
,,,,,,170318125003016,8666,55,101
,,,,,,170318125002016,5072,0,2
,,,,,,170318391002024,11203,95,18
,,,,,,170313204001027,18901,0,70
,,,,,,170318321002005,12002,161,123
,,,,,,170310407001001,10405,160,12
,,,,,,170310818001000,10636,0,11
,,,,,,170316809002003,9367,0,141
,,,,,,170318128011003,10371,304,138
,,,,,,170312205003011,1257,0,71
,,,,,,170310308003001,10090,53,41
,,,,,,170318346001057,9904,0,141
,,,,,,170318381001002,13444,0,66
,,,,,,170311105022013,5590,51,22
,,,,,,170310308004000,11338,24,41
,,,,,,170310306012002,5661,60,48
,,,,,,170313818002005,13675,34,73
,,,,,,170313201022015,2594,125,88
,,,,,,170312414001002,12579,131,7
,,,,,,170310630002010,6640,76,44
,,,,,,170310624001004,7627,96,134
,,,,,,170313201021023,5724,687,19
,,,,,,170312522023017,7984,120,69
,,,,,,170318391002034,9498,0,115
,,,,,,170310301022002,21766,49,47
,,,,,,170318321002000,9567,22,123
,,,,,,170318311002004,6801,44,105
,,,,,,170312518004003,9884,40,58
,,,,,,170310802021002,2686,451,127
,,,,,,170316401001001,12968,0,74
,,,,,,170310629001001,10221,92,36
,,,,,,170313204001034,19664,0,21
,,,,,,170310101002006,7334,138,40
,,,,,,170318423002037,9488,54,5
,,,,,,170318391001068,5552,11,133
,,,,,,170318308001014,9054,107,16
,,,,,,170318307003002,12927,159,116
,,,,,,170313814001004,10034,62,32
,,,,,,170314906001015,4296,2,140
,,,,,,170314906001020,7659,32,140
,,,,,,170313204001006,1843,17,135
,,,,,,170310621003007,5560,106,36
,,,,,,170310818002021,1932,0,132
,,,,,,170312213002004,13544,178,8
,,,,,,170310811002000,6815,494,89
,,,,,,170312522025007,5122,18,69
,,,,,,170318099002017,13494,203,46
,,,,,,170310306031001,11708,398,131
,,,,,,170318391002027,6618,602,70
,,,,,,170318138013006,5894,0,84
,,,,,,170318123013011,12121,30,1
,,,,,,170312916001011,13527,111,110
,,,,,,170310810006003,8712,924,127
,,,,,,170312925003020,5115,33,83
,,,,,,170318391001077,8671,0,60
,,,,,,170318093002015,11235,62,121
,,,,,,170318093002013,5690,41,121
,,,,,,170310103004002,12273,67,130
,,,,,,170313201021031,4537,6,88
,,,,,,170312420003006,7354,100,139
,,,,,,170313818002001,11653,21,73
,,,,,,170318382002009,28805,0,109
,,,,,,170318138012010,11813,65,84
,,,,,,170318160001030,9935,62,95
,,,,,,170313109001011,8498,81,79
,,,,,,170318138012005,5367,22,84
,,,,,,170313108002005,7851,179,78
,,,,,,170314003001005,11641,65,106
,,,,,,170310621003004,12719,105,36
,,,,,,170318371002014,5500,19,103
,,,,,,170311105021019,4947,18,22
,,,,,,170318447003011,10289,78,111
,,,,,,170310817002037,5193,19,132
,,,,,,170318404001009,1698,0,76
,,,,,,170312925002008,10228,119,82
,,,,,,170310501002015,5501,37,64
,,,,,,170314208001003,21502,84,28
,,,,,,170312519002001,1054,0,102
,,,,,,170312434001000,1004,0,6
,,,,,,170318094012003,10980,52,52
,,,,,,170310407001000,10240,33,12
,,,,,,170312924002024,2099,9,82
,,,,,,170318308001013,9033,114,16
,,,,,,170318073001011,5226,39,51
,,,,,,170318073001033,5276,55,51
,,,,,,170318391001035,8705,288,125
,,,,,,170312214001014,6052,82,8
,,,,,,170312609002002,10218,74,93
,,,,,,170310811001003,9602,232,89
,,,,,,170311003002007,29036,84,100
,,,,,,170318371001014,14132,0,42
,,,,,,170316809004005,71702,0,30
,,,,,,170312416002006,6399,22,139
,,,,,,170312435002038,4335,84,5
,,,,,,170318308003008,4388,58,17
,,,,,,170310501002020,5605,54,64
,,,,,,170318422001059,7079,0,37
,,,,,,170312601001006,10343,4,119
,,,,,,170318371002026,5004,30,103
,,,,,,170311408003006,6971,22,13
,,,,,,170312520004001,6662,34,2
,,,,,,170312520001008,22572,157,118
,,,,,,170310106001013,5365,96,43
,,,,,,170311609001027,6797,53,105
,,,,,,170310615001002,5242,73,134
,,,,,,170310102021005,13088,107,130
,,,,,,170310817001007,4294,69,11
,,,,,,170318160001015,6311,33,95
,,,,,,170318391001063,8580,535,133
,,,,,,170310507001015,6031,58,14
,,,,,,170318132001014,10329,60,94
,,,,,,170313301022002,13642,786,33
,,,,,,170310817002024,5027,14,132
,,,,,,170313818002006,13580,31,73
,,,,,,170318422001006,34689,837,37
,,,,,,170318308002001,12311,22,17
,,,,,,170312106013005,7663,75,9
,,,,,,170318447001008,5390,57,81
,,,,,,170312801002009,8720,0,4
,,,,,,170318346001059,4151,9,141
,,,,,,170310804001003,5234,63,91
,,,,,,170310101002009,19513,249,40
,,,,,,170318123012015,5643,0,138
,,,,,,170312520003002,1816,8,2
,,,,,,170316201001012,4538,37,96
,,,,,,170310409001008,7046,80,12
,,,,,,170318131001020,4929,128,68
,,,,,,170313201021025,6854,956,88
,,,,,,170316115002012,5133,128,107
,,,,,,170312801002017,7545,31,4
,,,,,,170310312001001,32139,442,35
,,,,,,170313109001007,10175,54,79
,,,,,,170312922002013,10622,119,81
,,,,,,170312827002014,1911,30,67
,,,,,,170310817002019,10188,26,132
,,,,,,170313819002009,1696,0,73
,,,,,,170312518003004,13640,29,58
,,,,,,170318333001008,1662,0,65
,,,,,,170312925003015,8765,60,83
,,,,,,170311408005023,6865,42,13
,,,,,,170318087021005,1693,0,121
,,,,,,170310106004005,1721,0,43
,,,,,,170318391001020,7406,0,125
,,,,,,170318330002043,4272,22,85
,,,,,,170312214001009,5215,35,8
,,,,,,170318391001086,8930,0,59
,,,,,,170318138023002,13106,127,112
,,,,,,170318373002000,12752,49,97
,,,,,,170310506002003,4730,29,14
,,,,,,170311408001004,7420,65,63
,,,,,,170314906001003,1071,0,140
,,,,,,170310308001001,12257,109,131
,,,,,,170313818002003,9305,60,73
,,,,,,170310818002009,6880,43,132
,,,,,,170312608002012,10291,109,93
,,,,,,170318093002011,5579,34,121
,,,,,,170318391001039,8113,0,133
,,,,,,170318390004004,4940,413,21
,,,,,,170312518003010,14961,146,58
,,,,,,170310711001001,21738,97,50
,,,,,,170313201021021,8376,0,19
,,,,,,170318340002018,19926,36,140
,,,,,,170318407003019,7552,182,110
,,,,,,170318330002048,2724,12,3
,,,,,,170318382002003,34124,10,109
,,,,,,170318391002037,1926,0,115
,,,,,,170318330001025,13547,0,85
,,,,,,170312519002000,5503,9,102
,,,,,,170310711002001,9656,45,50
,,,,,,170311408003001,5155,23,13
,,,,,,170310818002013,1686,0,132
,,,,,,170318391001053,8835,6,133
,,,,,,170311407021003,9532,90,63
,,,,,,170318419001034,12332,384,114
,,,,,,170310501001009,8928,68,64
,,,,,,170314406002005,16096,36,23
,,,,,,170318330002078,1400,0,3
,,,,,,170312214002004,30826,245,8
,,,,,,170312213002000,13503,0,8
,,,,,,170312518003011,10704,63,58
,,,,,,170318128022001,10603,50,1
,,,,,,170316904004009,3336,0,72
,,,,,,170311408005026,9969,64,13
,,,,,,170318307004004,55086,67,116
,,,,,,170318307002003,14932,107,35
,,,,,,170310307032000,11796,451,41
,,,,,,170318013002023,10075,32,128
,,,,,,170312106021006,5075,105,71
,,,,,,170312610002010,7704,54,93
,,,,,,170311408005025,9303,20,13
,,,,,,170312416002007,3120,0,139
,,,,,,170312601001005,4836,17,119
,,,,,,170316712001005,6710,33,31
,,,,,,170318128022000,10542,69,1
,,,,,,170311407011002,5138,50,63
,,,,,,170318423002036,12079,188,5
,,,,,,170318101001001,9672,23,46
,,,,,,170318126001000,35014,307,2
,,,,,,170312819001008,8516,363,114
,,,,,,170318412002024,15413,94,80
,,,,,,170318102001006,7509,157,129
,,,,,,170312216002023,4919,74,104
,,,,,,170310816002000,9086,0,89
,,,,,,170310105013008,7226,81,43
,,,,,,170318391001011,1391,0,125
,,,,,,170312214002002,6130,0,8
,,,,,,170312827002007,9609,148,67
,,,,,,170318093002017,9581,44,121
,,,,,,170312925002002,11664,57,82
,,,,,,170318391001009,1351,0,125
,,,,,,170310507001002,5512,71,14
,,,,,,170318447001003,13312,21,81
,,,,,,170312520001000,6544,12,118
,,,,,,170310817002032,5126,11,132
,,,,,,170310306031000,11775,340,131
,,,,,,170310307031003,15109,152,41
,,,,,,170313814001001,12486,62,32
,,,,,,170316810002000,2422,0,30
,,,,,,170312413001006,7239,36,7
,,,,,,170310103004004,6099,0,130
,,,,,,170310507001005,11666,56,14
,,,,,,170310408001000,12268,55,12
,,,,,,170314205002005,21170,181,28
,,,,,,170312515004011,7801,137,118
,,,,,,170318161001004,29287,1,95
,,,,,,170310404023009,6535,63,16
,,,,,,170310818002020,1014,0,132
,,,,,,170318412002010,10249,133,80
,,,,,,170310630003002,6996,0,49
,,,,,,170318138013008,7736,130,84
,,,,,,170312808001014,8939,44,67
,,,,,,170318447002007,14467,85,81
,,,,,,170318412002025,8608,17,80
,,,,,,170318160003006,5289,51,98
,,,,,,170313405001017,6671,0,26
,,,,,,170318391001085,8989,0,59
,,,,,,170310501002019,5765,63,64
,,,,,,170310407003006,7746,108,92
,,,,,,170318137021000,10485,126,84
,,,,,,170312516003014,8400,80,102
,,,,,,170310630002008,7189,68,44
,,,,,,170318307002005,5736,0,35
,,,,,,170318321001003,11464,69,123
,,,,,,170311408005015,5922,16,13
,,,,,,170310816001003,11739,1060,90
,,,,,,170310507001009,9067,98,14
,,,,,,170312602001006,14080,28,119
,,,,,,170318371001016,6061,0,42
,,,,,,170310507001007,5802,47,14
,,,,,,170318129002012,7740,56,94
,,,,,,170318101001010,7200,0,129
,,,,,,170310106004013,7535,245,43
,,,,,,170310105012006,8282,105,43
,,,,,,170318383002010,10650,0,11
,,,,,,170318125003023,12637,0,101
,,,,,,170313301033011,8066,49,87
,,,,,,170310506001003,6846,100,64
,,,,,,170318123012008,3352,0,138
,,,,,,170310623001001,5154,65,134
,,,,,,170318095003000,3700,0,53
,,,,,,170310306012003,23490,271,48
,,,,,,170310103004000,9889,68,130
,,,,,,170310506001002,6203,22,64
,,,,,,170318371002020,6327,0,103
,,,,,,170314004001004,5663,19,106
,,,,,,170310817001001,4965,14,89
,,,,,,170316707002012,5329,0,31
,,,,,,170310317001000,12435,141,35
,,,,,,170312421001003,6045,60,139
,,,,,,170316708002018,7522,28,31
,,,,,,170316809002001,3750,0,141
,,,,,,170310630002004,15088,118,44
,,,,,,170315703002011,3756,33,96
,,,,,,170310105011003,14140,306,43
,,,,,,170318319002018,12353,141,15
,,,,,,170318094012017,12402,32,53
,,,,,,170318391001098,12639,13,70
,,,,,,170318373001011,7746,84,97
,,,,,,170312517001039,4946,2,58
,,,,,,170313109003006,10357,137,79
,,,,,,170318407003017,5380,68,110
,,,,,,170318407001009,8319,147,110
,,,,,,170313301022004,5435,409,33
,,,,,,170310301022003,7083,69,47
,,,,,,170310603001012,4366,43,64
,,,,,,170310406003004,10563,47,12
,,,,,,170310409001011,9719,138,12
,,,,,,170318402001014,4560,18,77
,,,,,,170310615001009,5131,45,134
,,,,,,170318391001058,8440,0,54
,,,,,,170318423002026,7153,112,5
,,,,,,170312106011003,10240,141,9
,,,,,,170318346002004,4702,0,142
,,,,,,170318391001024,1505,0,132
,,,,,,170318391001010,1402,0,125
,,,,,,170318371002012,9372,20,103
,,,,,,170318368001010,5970,0,122
,,,,,,170312520001001,22371,79,118
,,,,,,170318013001014,12992,51,128
,,,,,,170318311001005,4032,0,105
,,,,,,170313204001015,1626,19,135
,,,,,,170310624001001,7535,87,134
,,,,,,170318326001001,15439,139,37
,,,,,,170312827002001,10865,0,67
,,,,,,170313204001009,3256,0,88
,,,,,,170310407001006,7476,76,12
,,,,,,170318330002031,8878,0,3
,,,,,,170312916001010,5248,61,110
,,,,,,170310816001002,5781,579,90
,,,,,,170310312002002,18769,28,61
,,,,,,170318131001013,4848,44,68
,,,,,,170311407011001,2533,27,63
,,,,,,170310715004006,5045,59,91
,,,,,,170310623001004,4991,61,134
,,,,,,170318330002033,9545,0,3
,,,,,,170313301033010,10648,0,87
,,,,,,170313806001005,13357,106,56
,,,,,,170310629001008,10191,147,49
,,,,,,170311408003000,5132,27,13
,,,,,,170318330001000,607,624,5
,,,,,,170310818001006,6417,0,11
,,,,,,170318160001014,6620,29,95
,,,,,,170313108002002,12403,97,78
,,,,,,170318355002013,4735,15,25
,,,,,,170313301021003,10855,12,33
,,,,,,170318095003015,8794,21,53
,,,,,,170312206024001,9808,50,71
,,,,,,170311105021006,9913,22,22
,,,,,,170318391001084,9646,11,59
,,,,,,170318422001038,12473,0,37
,,,,,,170310622001009,10385,157,36
,,,,,,170310312002003,26157,34,35
,,,,,,170312206024010,9809,129,71
,,,,,,170318391001059,8132,24,54
,,,,,,170318447003020,6113,18,111
,,,,,,170313806001002,23348,39,56
,,,,,,170312519003008,22978,553,118
,,,,,,170312610002003,7341,12,93
,,,,,,170318382002005,10227,0,109
,,,,,,170318391001089,8610,0,60
,,,,,,170318329002002,12973,0,65
,,,,,,170318093003025,10686,242,121
,,,,,,170318419001003,12602,273,114
,,,,,,170318307004003,5360,0,116
,,,,,,170312435002037,11112,326,5
,,,,,,170318137021003,10379,156,84
,,,,,,170316809002004,4639,0,141
,,,,,,170318329002005,26236,0,65
,,,,,,170310307031000,15126,247,41
,,,,,,170311609001024,6143,40,105
,,,,,,170318402001015,14435,12,77
,,,,,,170318161001020,7656,37,95
,,,,,,170312515004020,10598,49,118
,,,,,,170318358001019,4383,0,32
,,,,,,170312827002011,5114,71,67
,,,,,,170318319002009,5641,81,15
,,,,,,170318407003010,7534,170,110
,,,,,,170310711002002,10708,98,50
,,,,,,170310307011001,23567,676,131
,,,,,,170312804001015,17469,18,3
,,,,,,170318424002002,14363,0,24
,,,,,,170318412002023,8151,103,80
,,,,,,170310621003008,15879,276,36
,,,,,,170318087021001,16071,210,121
,,,,,,170312520004003,6407,67,2
,,,,,,170314003001019,11820,9,106
,,,,,,170310105013003,15164,202,43
,,,,,,170312214001008,5292,49,8
,,,,,,170318138013002,2595,0,84
,,,,,,170310407001004,7715,71,12
,,,,,,170310407002009,9970,104,92
,,,,,,170318094012004,1357,0,52
,,,,,,170310106004008,7448,142,43
,,,,,,170310105032003,10370,83,38
,,,,,,170318390004003,10569,136,21
,,,,,,170311402002009,4204,53,62
,,,,,,170318331004014,6849,82,113
,,,,,,170310103002007,6749,22,40
,,,,,,170312435002004,12778,494,6
,,,,,,170310106004004,3182,12,43
,,,,,,170318374001002,9736,86,103
,,,,,,170311603002003,4842,36,57
,,,,,,170318093001020,15337,184,39
,,,,,,170318137022009,16790,0,84
,,,,,,170316708002017,7675,36,31
,,,,,,170312916001012,7312,83,110
,,,,,,170312808001012,18927,179,67
,,,,,,170316203006018,10429,72,74
,,,,,,170313204001019,8724,127,136
,,,,,,170318373001003,7758,72,97
,,,,,,170310507001001,5953,77,14
,,,,,,170313201021016,8145,0,19
,,,,,,170310406003014,1865,0,12
,,,,,,170318407001004,7460,161,110
,,,,,,170310104003008,7446,174,38
,,,,,,170312518002003,7412,72,102
,,,,,,170310711002005,5378,91,50
,,,,,,170310818003000,10426,175,11
,,,,,,170310406001013,5335,38,16
,,,,,,170310625001001,10210,70,15
,,,,,,170310312003003,16303,507,61
,,,,,,170311610001004,7472,29,57
,,,,,,170318420002007,6800,263,45
,,,,,,170310407003005,7721,76,92
,,,,,,170316201001017,7368,67,96
,,,,,,170313204001018,9992,9,135
,,,,,,170310623001016,4938,47,134
,,,,,,170310407002007,4581,39,92
,,,,,,170310311002003,15304,94,35
,,,,,,170313108001004,12572,169,78
,,,,,,170316912002027,5080,20,24
,,,,,,170312435002034,2539,0,5
,,,,,,170318390004007,1170,0,21
,,,,,,170312827002012,7610,81,67
,,,,,,170312514004021,8914,0,2
,,,,,,170318410001025,26205,0,87
,,,,,,170312435002017,3024,0,6
,,,,,,170310102021010,10466,100,130
,,,,,,170312206021008,3187,32,71
,,,,,,170318390001003,19870,40,115
,,,,,,170318319002011,10047,45,15
,,,,,,170311608004010,5262,68,105
,,,,,,170318160001016,8230,37,95
,,,,,,170310810002008,9047,36,89
,,,,,,170310623001002,4966,52,134
,,,,,,170318447003014,7212,52,111
,,,,,,170310406001007,7420,35,16
,,,,,,170312420003003,7995,36,139
,,,,,,170318161001011,10121,20,95
,,,,,,170313204001008,17406,471,88
,,,,,,170311402002004,7656,123,62
,,,,,,170318391001022,8166,0,125
,,,,,,170310629001003,7821,106,36
,,,,,,170311408005007,10212,0,63
,,,,,,170313204001020,18729,19,136
,,,,,,170312222002000,5935,57,104
,,,,,,170313302002000,2498,0,143
,,,,,,170318314001022,7623,32,69
,,,,,,170312214001011,8144,125,8
,,,,,,170310507001008,5920,31,14
,,,,,,170310102022000,10463,52,130
,,,,,,170310711002014,12589,178,117
,,,,,,170318340002017,10122,33,140
,,,,,,170318371001010,25713,18,42
,,,,,,170318423002034,4668,40,6
,,,,,,170310106004007,9447,179,43
,,,,,,170312205003006,4851,46,71
,,,,,,170312925003013,7694,58,83
,,,,,,170313301022001,1180,0,33
,,,,,,170318013002011,11036,109,128
,,,,,,170312925003010,45154,279,83
,,,,,,170310106001009,10297,135,43
,,,,,,170310630003003,6237,49,49
,,,,,,170318391002043,4698,309,21
,,,,,,170310507001004,5843,0,14
,,,,,,170314902002025,8998,0,140
,,,,,,170318411001017,7725,0,27
,,,,,,170310102021000,16688,58,40
,,,,,,170314206002007,7682,87,29
,,,,,,170310501002008,5665,63,64
,,,,,,170313108001005,7624,158,78
,,,,,,170318100003017,7786,25,129
,,,,,,170310815003001,9818,0,90
,,,,,,170313201021024,4195,26,88
,,,,,,170310812012003,10126,554,89
,,,,,,170313108001006,5826,55,78
,,,,,,170318391002025,11142,632,18
,,,,,,170310105032000,10353,59,38
,,,,,,170318131001012,4717,77,68
,,,,,,170312924002016,7026,73,82
,,,,,,170318123013013,6784,0,1
,,,,,,170310406003010,6439,43,12
,,,,,,170318432002048,4802,0,76
,,,,,,170310804001000,768,3,91
,,,,,,170310409001010,9667,53,12
,,,,,,170318093002000,13155,190,39
,,,,,,170311105012026,5282,42,22
,,,,,,170318373001001,12769,6,97
,,,,,,170310818001008,10718,0,11
,,,,,,170313108003003,10341,127,78
,,,,,,170312214002003,6512,90,8
,,,,,,170311407021002,9524,163,63
,,,,,,170318368001020,9585,20,122
,,,,,,170314208001010,7359,25,28
,,,,,,170310506002004,7060,97,14
,,,,,,170312435002043,11755,143,5
,,,,,,170311105022030,39856,0,22
,,,,,,170311408003005,6963,25,13
,,,,,,170312602001017,4603,33,119
,,,,,,170318308001005,6904,67,16
,,,,,,170310301022001,13871,365,47
,,,,,,170313204001010,18588,70,99
,,,,,,170318311001004,4938,0,105
,,,,,,170318330001044,12394,243,85
,,,,,,170311105022028,11901,7,22
,,,,,,170311610001015,8171,28,57
,,,,,,170318419001004,12135,0,114
,,,,,,170310703001002,27876,348,44
,,,,,,170313814001002,12611,33,32
,,,,,,170310711002011,7658,92,117
,,,,,,170311603002004,8079,145,57
,,,,,,170310818002017,1316,0,132
,,,,,,170310406001012,6148,30,16
,,,,,,170316809002005,6102,0,141
,,,,,,170318070002026,2362,16,51
,,,,,,170318161001013,7677,58,95
,,,,,,170310630003007,7522,128,49
,,,,,,170318358001001,11524,115,55
,,,,,,170318308002000,9145,0,17
,,,,,,170318417001007,5274,21,111
,,,,,,170318127001006,9495,30,101
,,,,,,170312924002014,9402,50,82
,,,,,,170313108002001,7641,111,78
,,,,,,170312922002009,13419,113,81
,,,,,,170318346002002,1367,0,142
,,,,,,170318324002002,9600,59,104
,,,,,,170313514001002,22705,8,45
,,,,,,170313206002018,12054,12,33
,,,,,,170310603002019,5125,52,14
,,,,,,170318391001001,0,0,125
,,,,,,170318432002029,0,0,77
,,,,,,170318373002003,7579,68,97
,,,,,,170318404001002,0,0,76
,,,,,,170318137022001,5690,125,84
,,,,,,170314206002008,7775,147,29
,,,,,,170310105013004,5306,175,43
,,,,,,170310704002002,4637,42,50
,,,,,,170314004001017,7081,80,106
,,,,,,170318098002002,13689,112,53
,,,,,,170318407001005,5234,64,110
,,,,,,170318434001001,1811,0,82
,,,,,,170318391001003,0,0,132
,,,,,,170313201021007,0,0,19
,,,,,,170318320001007,16130,35,124
,,,,,,170318391001004,0,0,132
,,,,,,170311408005000,22255,81,13
,,,,,,170310407001008,4893,63,12
,,,,,,170313201021014,1673,0,19
,,,,,,170316903002004,11877,66,72
,,,,,,170318131001019,5157,25,68
,,,,,,170310815003009,811,0,19
,,,,,,170318321002004,4450,55,123
,,,,,,170310817002042,0,0,132
,,,,,,170318432002055,1412,0,76
,,,,,,170318432002054,0,0,76
,,,,,,170313806003000,13124,96,56
,,,,,,170316007002025,0,0,76
,,,,,,170310621002006,6007,113,124
,,,,,,170318402001018,0,0,77
,,,,,,170318404001000,1333,0,76
,,,,,,170318331001008,14834,193,65
,,,,,,170310407004002,0,0,13
,,,,,,170311402003011,7661,26,62
,,,,,,170313108001007,7602,73,78
,,,,,,170310615001018,8782,63,134
,,,,,,170310312003004,25428,429,61
,,,,,,170310817002041,0,0,125
,,,,,,170310817002040,0,0,125
,,,,,,170310816001011,0,0,19
,,,,,,170310818002023,0,0,132
,,,,,,170318094021020,21612,351,52
,,,,,,170318391001002,0,0,125
,,,,,,170318420002011,12657,148,45
,,,,,,170318137012008,5814,26,112
,,,,,,170318129002010,7523,37,94
,,,,,,170310818002022,0,0,132
,,,,,,170310815003013,0,0,19
,,,,,,170313201021006,4548,0,19
,,,,,,170318391001000,0,0,19
,,,,,,170318340002019,20149,54,140
